Dataset,Ikan,Jam,Bagian,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Fitur_Terakhir
train,ikan01,11,mata,0.0,0.0,-0.160084,-0.038327,3.065441,-0.077103,-0.000567,-0.15858,-0.084895,0.0,-0.184138,-0.024577,-0.144691,-0.260331,0.0,0.0,-0.069968,-0.142981,-0.012947,-0.002729,-0.035684,-0.129223,-0.150936,-0.165851,-0.021967,-0.151389,0.0,-0.148919,-0.008187,0.332592,-0.116684,-0.026136,-0.008402,-0.083336,-0.036823,-0.003161,0.0,-0.209039,-0.098057,0.299194,-0.295888,0.0,0.0,-0.070228,-0.014532,-0.304822,-0.114971,-0.14246,-0.008951,-0.064441,0.0
train,ikan01,13,mata,0.0,0.0,-0.161529,-0.033137,3.042179,-0.067136,0.0,-0.154325,-0.08479,0.0,-0.183516,-0.017453,-0.135419,-0.262988,0.0,0.0,-0.070051,-0.144599,-0.009635,0.0,-0.035024,-0.119356,-0.147268,-0.159026,-0.013354,-0.153029,0.0,-0.137533,-0.006578,0.374902,-0.116093,-0.014085,-0.009588,-0.084019,-0.040076,-0.004443,0.0,-0.213781,-0.10574,0.268018,-0.288315,0.0,0.0,-0.059788,-0.012019,-0.304633,-0.117102,-0.145783,-0.00225,-0.086324,0.0
train,ikan01,13,mata,0.0,0.0,-0.165799,-0.033725,3.053593,-0.069643,0.0,-0.156259,-0.083624,0.0,-0.187323,-0.019382,-0.13783,-0.263168,0.0,0.0,-0.06944,-0.145203,-0.009687,0.0,-0.036462,-0.127025,-0.147958,-0.155343,-0.011544,-0.150715,0.0,-0.138713,-0.007511,0.365246,-0.117042,-0.012472,-0.009212,-0.081743,-0.040133,-0.006259,0.0,-0.21027,-0.111413,0.270438,-0.287214,0.0,0.0,-0.062965,-0.010755,-0.306441,-0.113496,-0.147205,-0.001953,-0.082342,0.0
train,ikan01,13,mata,0.0,0.0,-0.160294,-0.034536,3.028039,-0.07282,0.0,-0.156151,-0.074426,0.0,-0.184864,-0.020504,-0.135159,-0.263237,0.0,0.0,-0.069869,-0.144019,-0.010019,0.0,-0.038869,-0.129278,-0.147843,-0.153415,-0.011826,-0.151104,0.0,-0.140188,-0.007495,0.36132,-0.115848,-0.013051,-0.010861,-0.076872,-0.039873,-0.005926,0.0,-0.208609,-0.108465,0.263773,-0.289493,0.0,0.0,-0.060027,-0.010833,-0.302114,-0.109697,-0.145927,-0.010348,-0.081165,0.0
train,ikan01,13,mata,0.0,0.0,-0.165279,-0.033866,3.052826,-0.069822,0.0,-0.156412,-0.084429,0.0,-0.187334,-0.019538,-0.137882,-0.262338,0.0,0.0,-0.069322,-0.145176,-0.009983,0.0,-0.036704,-0.127269,-0.147877,-0.154716,-0.011629,-0.15075,0.0,-0.139447,-0.007681,0.36414,-0.117449,-0.012635,-0.009471,-0.081749,-0.040247,-0.006394,0.0,-0.210349,-0.11123,0.270061,-0.287247,0.0,0.0,-0.063266,-0.010886,-0.305801,-0.113325,-0.147475,-0.00192,-0.081007,0.0
train,ikan01,13,mata,0.0,0.0,-0.164114,-0.037025,3.037561,-0.07721,0.0,-0.156814,-0.091605,0.0,-0.184371,-0.021447,-0.134855,-0.256404,0.0,0.0,-0.072447,-0.140404,-0.013334,-0.003863,-0.039242,-0.126636,-0.153912,-0.157455,-0.019655,-0.153303,0.0,-0.141938,-0.011349,0.350986,-0.120724,-0.025418,-0.013059,-0.080319,-0.043361,-0.003567,0.0,-0.200386,-0.104296,0.301949,-0.281785,0.0,0.0,-0.074915,-0.012954,-0.296168,-0.110598,-0.144238,-0.006456,-0.06636,0.0
train,ikan01,13,mata,0.0,0.0,-0.160084,-0.038327,3.065441,-0.077103,-0.000567,-0.15858,-0.084895,0.0,-0.184138,-0.024577,-0.144691,-0.260331,0.0,0.0,-0.069968,-0.142981,-0.012947,-0.002729,-0.035684,-0.129223,-0.150936,-0.165851,-0.021967,-0.151389,0.0,-0.148919,-0.008187,0.332592,-0.116684,-0.026136,-0.008402,-0.083336,-0.036823,-0.003161,0.0,-0.209039,-0.098057,0.299194,-0.295888,0.0,0.0,-0.070228,-0.014532,-0.304822,-0.114971,-0.14246,-0.008951,-0.064441,0.0
train,ikan01,15,mata,0.0,0.0,-0.160982,-0.031887,3.056744,-0.067263,0.0,-0.154612,-0.081871,0.0,-0.18485,-0.016976,-0.132746,-0.258103,0.0,0.0,-0.069951,-0.143657,-0.010241,0.0,-0.034224,-0.118148,-0.147751,-0.155717,-0.012051,-0.153094,0.0,-0.135666,-0.006104,0.377641,-0.114663,-0.013882,-0.009558,-0.084005,-0.039658,-0.004276,0.0,-0.212731,-0.10354,0.275896,-0.288513,0.0,0.0,-0.055928,-0.011718,-0.301757,-0.116496,-0.145343,-0.003032,-0.08221,0.0
train,ikan01,15,mata,0.0,0.0,-0.164251,-0.031449,3.072584,-0.069694,0.0,-0.156343,-0.078992,0.0,-0.185987,-0.018337,-0.135358,-0.257497,0.0,0.0,-0.069583,-0.144338,-0.010605,0.0,-0.035339,-0.122507,-0.14779,-0.152536,-0.010508,-0.151655,0.0,-0.137535,-0.006765,0.369135,-0.11517,-0.013143,-0.009116,-0.082746,-0.039683,-0.005428,0.0,-0.209362,-0.108079,0.274421,-0.288406,0.0,0.0,-0.058344,-0.010887,-0.302086,-0.112428,-0.146826,-0.002651,-0.078556,0.0
train,ikan01,15,mata,0.0,0.0,-0.161169,-0.03203,3.064737,-0.070463,0.0,-0.155416,-0.073549,0.0,-0.18666,-0.018888,-0.133735,-0.270307,0.0,0.0,-0.069777,-0.144459,-0.009985,0.0,-0.036743,-0.125921,-0.147228,-0.15691,-0.010497,-0.151915,0.0,-0.140755,-0.007214,0.36244,-0.11372,-0.013336,-0.009268,-0.077298,-0.038948,-0.005173,0.0,-0.212027,-0.105208,0.270598,-0.290908,0.0,0.0,-0.05667,-0.011195,-0.307554,-0.109909,-0.145183,-0.008666,-0.084217,0.0
train,ikan01,15,mata,0.0,0.0,-0.163918,-0.031639,3.07428,-0.069852,0.0,-0.156495,-0.079725,0.0,-0.186123,-0.018428,-0.135337,-0.257243,0.0,0.0,-0.069362,-0.144328,-0.010869,0.0,-0.035479,-0.122401,-0.147852,-0.151663,-0.010657,-0.15177,0.0,-0.138398,-0.00687,0.368374,-0.115554,-0.01336,-0.009338,-0.082703,-0.039722,-0.005496,0.0,-0.209593,-0.10772,0.274271,-0.288499,0.0,0.0,-0.058624,-0.011106,-0.301953,-0.112437,-0.147079,-0.002534,-0.077091,0.0
train,ikan01,15,mata,0.0,0.0,-0.166582,-0.035391,3.070592,-0.075356,0.0,-0.157099,-0.090682,0.0,-0.183909,-0.020256,-0.134759,-0.258228,0.0,0.0,-0.071301,-0.140568,-0.012142,-0.003583,-0.038341,-0.122962,-0.154138,-0.162552,-0.018497,-0.154532,0.0,-0.140354,-0.010121,0.357351,-0.121209,-0.025679,-0.012359,-0.079912,-0.042289,-0.003246,0.0,-0.208667,-0.102911,0.311361,-0.282981,0.0,0.0,-0.068672,-0.012698,-0.301848,-0.112177,-0.14345,-0.007035,-0.065885,0.0
train,ikan01,15,mata,0.0,0.0,-0.154661,-0.036911,3.05323,-0.075516,-0.000593,-0.15722,-0.081076,0.0,-0.182768,-0.024982,-0.14378,-0.26405,0.0,0.0,-0.070147,-0.141681,-0.013312,-0.002751,-0.036421,-0.127343,-0.146514,-0.164569,-0.022143,-0.151654,0.0,-0.149996,-0.007915,0.335546,-0.117479,-0.026397,-0.009404,-0.082883,-0.039399,-0.003624,0.0,-0.2098,-0.097693,0.29486,-0.295359,0.0,0.0,-0.0697,-0.015388,-0.306185,-0.113674,-0.142806,-0.007901,-0.07016,0.0
train,ikan01,07,-,0.0,0.0,-0.156088,-0.035216,3.012071,-0.067854,0.0,-0.155202,-0.089916,0.0,-0.187024,-0.018747,-0.133172,-0.264129,0.0,0.0,-0.070382,-0.142642,-0.008515,0.0,-0.037676,-0.120433,-0.146562,-0.149061,-0.015691,-0.153204,0.0,-0.141498,-0.007306,0.382887,-0.119446,-0.018262,-0.013115,-0.079976,-0.045,-0.005055,0.0,-0.208626,-0.104839,0.246996,-0.287286,0.0,0.0,-0.060158,-0.01264,-0.301835,-0.113837,-0.146884,-0.010696,-0.087798,0.0
train,ikan01,07,-,0.0,0.0,-0.158236,-0.035335,3.029516,-0.070724,0.0,-0.158072,-0.0888,0.0,-0.190765,-0.021127,-0.135979,-0.264289,0.0,0.0,-0.070329,-0.143429,-0.009185,0.0,-0.039532,-0.131404,-0.146823,-0.140528,-0.01501,-0.151065,0.0,-0.1455,-0.009344,0.374326,-0.119517,-0.016592,-0.012548,-0.076642,-0.046226,-0.007533,0.0,-0.207692,-0.111534,0.243947,-0.285323,0.0,0.0,-0.062685,-0.011371,-0.301489,-0.107852,-0.147743,-0.011287,-0.081154,0.0
train,ikan01,07,-,0.0,0.0,-0.156168,-0.03715,3.037187,-0.06994,0.0,-0.157981,-0.094711,0.0,-0.192845,-0.020886,-0.136903,-0.261581,0.0,0.0,-0.070091,-0.144442,-0.010555,0.0,-0.038387,-0.128617,-0.146463,-0.140096,-0.015261,-0.150751,0.0,-0.147338,-0.009455,0.373834,-0.12063,-0.016728,-0.011137,-0.078844,-0.047076,-0.007688,0.0,-0.202981,-0.110431,0.246641,-0.285131,0.0,0.0,-0.065056,-0.011703,-0.301908,-0.110926,-0.149173,-0.009892,-0.077248,0.0
train,ikan01,07,-,0.0,0.0,-0.157635,-0.035947,3.032032,-0.071018,0.0,-0.15873,-0.090579,0.0,-0.190716,-0.021366,-0.136181,-0.264405,0.0,0.0,-0.070076,-0.143448,-0.009625,0.0,-0.03995,-0.132185,-0.146714,-0.141337,-0.015219,-0.15134,0.0,-0.146514,-0.009689,0.373736,-0.119782,-0.016956,-0.012826,-0.076934,-0.046673,-0.007807,0.0,-0.209557,-0.11141,0.245012,-0.285353,0.0,0.0,-0.063289,-0.011734,-0.3012,-0.108628,-0.148,-0.011743,-0.079641,0.0
train,ikan01,07,-,0.0,0.0,-0.162387,-0.042415,3.072445,-0.075271,0.0,-0.163802,-0.098725,0.0,-0.184276,-0.021627,-0.132536,-0.261933,0.0,0.0,-0.071699,-0.144071,-0.013108,0.0,-0.039624,-0.131495,-0.153467,-0.157701,-0.019759,-0.152119,0.0,-0.148048,-0.010357,0.345463,-0.122548,-0.027197,-0.013556,-0.081905,-0.043557,-0.005727,0.0,-0.21504,-0.109191,0.301983,-0.287875,0.0,0.0,-0.074001,-0.014414,-0.304646,-0.102298,-0.143678,-0.010442,-0.067247,0.0
train,ikan01,07,-,0.0,0.0,-0.161695,-0.040364,3.037324,-0.074847,0.0,-0.158659,-0.095512,0.0,-0.187929,-0.023234,-0.139845,-0.258232,0.0,0.0,-0.070581,-0.145585,-0.012774,0.0,-0.037729,-0.131163,-0.146334,-0.155003,-0.019412,-0.152634,0.0,-0.157565,-0.009766,0.348694,-0.121644,-0.026274,-0.008685,-0.082543,-0.041609,-0.004521,0.0,-0.205098,-0.099401,0.273612,-0.285185,0.0,0.0,-0.072673,-0.016772,-0.296408,-0.106406,-0.143389,-0.01397,-0.058045,0.0
train,ikan01,09,-,0.0,0.0,-0.156088,-0.035216,3.012071,-0.067854,0.0,-0.155202,-0.089916,0.0,-0.187024,-0.018747,-0.133172,-0.264129,0.0,0.0,-0.070382,-0.142642,-0.008515,0.0,-0.037676,-0.120433,-0.146562,-0.149061,-0.015691,-0.153204,0.0,-0.141498,-0.007306,0.382887,-0.119446,-0.018262,-0.013115,-0.079976,-0.045,-0.005055,0.0,-0.208626,-0.104839,0.246996,-0.287286,0.0,0.0,-0.060158,-0.01264,-0.301835,-0.113837,-0.146884,-0.010696,-0.087798,0.0
train,ikan01,09,-,0.0,0.0,-0.158236,-0.035335,3.029516,-0.070724,0.0,-0.158072,-0.0888,0.0,-0.190765,-0.021127,-0.135979,-0.264289,0.0,0.0,-0.070329,-0.143429,-0.009185,0.0,-0.039532,-0.131404,-0.146823,-0.140528,-0.01501,-0.151065,0.0,-0.1455,-0.009344,0.374326,-0.119517,-0.016592,-0.012548,-0.076642,-0.046226,-0.007533,0.0,-0.207692,-0.111534,0.243947,-0.285323,0.0,0.0,-0.062685,-0.011371,-0.301489,-0.107852,-0.147743,-0.011287,-0.081154,0.0
train,ikan01,09,-,0.0,0.0,-0.156168,-0.03715,3.037187,-0.06994,0.0,-0.157981,-0.094711,0.0,-0.192845,-0.020886,-0.136903,-0.261581,0.0,0.0,-0.070091,-0.144442,-0.010555,0.0,-0.038387,-0.128617,-0.146463,-0.140096,-0.015261,-0.150751,0.0,-0.147338,-0.009455,0.373834,-0.12063,-0.016728,-0.011137,-0.078844,-0.047076,-0.007688,0.0,-0.202981,-0.110431,0.246641,-0.285131,0.0,0.0,-0.065056,-0.011703,-0.301908,-0.110926,-0.149173,-0.009892,-0.077248,0.0
train,ikan01,09,-,0.0,0.0,-0.157635,-0.035947,3.032032,-0.071018,0.0,-0.15873,-0.090579,0.0,-0.190716,-0.021366,-0.136181,-0.264405,0.0,0.0,-0.070076,-0.143448,-0.009625,0.0,-0.03995,-0.132185,-0.146714,-0.141337,-0.015219,-0.15134,0.0,-0.146514,-0.009689,0.373736,-0.119782,-0.016956,-0.012826,-0.076934,-0.046673,-0.007807,0.0,-0.209557,-0.11141,0.245012,-0.285353,0.0,0.0,-0.063289,-0.011734,-0.3012,-0.108628,-0.148,-0.011743,-0.079641,0.0
train,ikan01,09,-,0.0,0.0,-0.162387,-0.042415,3.072445,-0.075271,0.0,-0.163802,-0.098725,0.0,-0.184276,-0.021627,-0.132536,-0.261933,0.0,0.0,-0.071699,-0.144071,-0.013108,0.0,-0.039624,-0.131495,-0.153467,-0.157701,-0.019759,-0.152119,0.0,-0.148048,-0.010357,0.345463,-0.122548,-0.027197,-0.013556,-0.081905,-0.043557,-0.005727,0.0,-0.21504,-0.109191,0.301983,-0.287875,0.0,0.0,-0.074001,-0.014414,-0.304646,-0.102298,-0.143678,-0.010442,-0.067247,0.0
train,ikan01,09,-,0.0,0.0,-0.161695,-0.040364,3.037324,-0.074847,0.0,-0.158659,-0.095512,0.0,-0.187929,-0.023234,-0.139845,-0.258232,0.0,0.0,-0.070581,-0.145585,-0.012774,0.0,-0.037729,-0.131163,-0.146334,-0.155003,-0.019412,-0.152634,0.0,-0.157565,-0.009766,0.348694,-0.121644,-0.026274,-0.008685,-0.082543,-0.041609,-0.004521,0.0,-0.205098,-0.099401,0.273612,-0.285185,0.0,0.0,-0.072673,-0.016772,-0.296408,-0.106406,-0.143389,-0.01397,-0.058045,0.0
train,ikan01,11,-,0.0,0.0,-0.153938,-0.033035,3.006953,-0.0696,0.0,-0.151541,-0.085959,0.0,-0.187043,-0.018528,-0.132915,-0.265288,0.0,0.0,-0.071343,-0.142841,-0.008989,0.0,-0.035282,-0.120321,-0.145919,-0.151701,-0.015669,-0.153306,0.0,-0.142314,-0.006851,0.380557,-0.118042,-0.018028,-0.013072,-0.078731,-0.044875,-0.004971,0.0,-0.207139,-0.101761,0.249122,-0.28637,0.0,0.0,-0.059263,-0.012409,-0.302143,-0.112338,-0.145899,-0.008783,-0.085056,0.0
train,ikan01,11,-,0.0,0.0,-0.1536,-0.033727,3.025743,-0.072456,0.0,-0.152736,-0.084172,0.0,-0.190811,-0.019529,-0.134508,-0.265231,0.0,0.0,-0.071335,-0.143954,-0.009817,0.0,-0.037175,-0.131609,-0.145086,-0.143765,-0.015367,-0.151197,0.0,-0.147069,-0.009161,0.372469,-0.117929,-0.016721,-0.012491,-0.075087,-0.046644,-0.007432,0.0,-0.209536,-0.107605,0.246309,-0.283912,0.0,0.0,-0.062487,-0.011365,-0.302481,-0.10725,-0.14659,-0.009912,-0.0777,0.0
train,ikan01,11,-,0.0,0.0,-0.153683,-0.034918,3.040072,-0.069578,0.0,-0.15617,-0.089753,0.0,-0.193476,-0.019594,-0.13362,-0.263235,0.0,0.0,-0.071023,-0.144654,-0.008995,0.0,-0.036925,-0.128964,-0.147485,-0.141911,-0.015078,-0.1512,0.0,-0.145846,-0.008558,0.375963,-0.120612,-0.015199,-0.010419,-0.075757,-0.047825,-0.007263,0.0,-0.207324,-0.106822,0.251366,-0.285071,0.0,0.0,-0.064716,-0.011365,-0.300884,-0.107513,-0.147199,-0.006985,-0.074898,0.0
train,ikan01,11,-,0.0,0.0,-0.152914,-0.033852,3.026435,-0.072744,0.0,-0.152831,-0.084978,0.0,-0.190783,-0.019678,-0.134721,-0.26536,0.0,0.0,-0.071221,-0.143955,-0.010252,0.0,-0.037473,-0.132197,-0.144855,-0.143051,-0.015713,-0.151193,0.0,-0.148171,-0.009441,0.371414,-0.118473,-0.017118,-0.012873,-0.074812,-0.047038,-0.007683,0.0,-0.210258,-0.107346,0.246376,-0.283916,0.0,0.0,-0.062823,-0.011534,-0.302324,-0.10694,-0.146904,-0.009978,-0.076251,0.0
train,ikan01,11,-,0.0,0.0,-0.159097,-0.041345,3.057717,-0.078813,0.0,-0.161285,-0.099505,0.0,-0.183221,-0.022915,-0.132449,-0.261074,0.0,0.0,-0.071506,-0.143454,-0.014131,-0.000952,-0.038623,-0.13172,-0.153345,-0.161612,-0.021688,-0.152573,0.0,-0.14685,-0.009698,0.354257,-0.118867,-0.028868,-0.013532,-0.079319,-0.044113,-0.004625,0.0,-0.21151,-0.103666,0.300097,-0.281736,0.0,0.0,-0.069981,-0.015533,-0.300035,-0.105687,-0.142531,-0.010265,-0.059148,0.0
train,ikan01,11,-,0.0,0.0,-0.157265,-0.039219,3.042358,-0.073116,0.0,-0.15585,-0.09238,0.0,-0.183515,-0.020286,-0.135956,-0.259968,0.0,0.0,-0.069101,-0.14588,-0.011997,0.0,-0.037826,-0.133272,-0.146807,-0.153643,-0.017975,-0.151552,0.0,-0.155392,-0.009085,0.350634,-0.120509,-0.023661,-0.008736,-0.081432,-0.041172,-0.003307,0.0,-0.207403,-0.097416,0.275282,-0.285325,0.0,0.0,-0.070585,-0.017118,-0.299353,-0.101838,-0.1427,-0.011027,-0.061084,0.0
train,ikan01,13,-,0.0,0.0,-0.153938,-0.033035,3.006953,-0.0696,0.0,-0.151541,-0.085959,0.0,-0.187043,-0.018528,-0.132915,-0.265288,0.0,0.0,-0.071343,-0.142841,-0.008989,0.0,-0.035282,-0.120321,-0.145919,-0.151701,-0.015669,-0.153306,0.0,-0.142314,-0.006851,0.380557,-0.118042,-0.018028,-0.013072,-0.078731,-0.044875,-0.004971,0.0,-0.207139,-0.101761,0.249122,-0.28637,0.0,0.0,-0.059263,-0.012409,-0.302143,-0.112338,-0.145899,-0.008783,-0.085056,0.0
train,ikan01,13,-,0.0,0.0,-0.1536,-0.033727,3.025743,-0.072456,0.0,-0.152736,-0.084172,0.0,-0.190811,-0.019529,-0.134508,-0.265231,0.0,0.0,-0.071335,-0.143954,-0.009817,0.0,-0.037175,-0.131609,-0.145086,-0.143765,-0.015367,-0.151197,0.0,-0.147069,-0.009161,0.372469,-0.117929,-0.016721,-0.012491,-0.075087,-0.046644,-0.007432,0.0,-0.209536,-0.107605,0.246309,-0.283912,0.0,0.0,-0.062487,-0.011365,-0.302481,-0.10725,-0.14659,-0.009912,-0.0777,0.0
train,ikan01,13,-,0.0,0.0,-0.153683,-0.034918,3.040072,-0.069578,0.0,-0.15617,-0.089753,0.0,-0.193476,-0.019594,-0.13362,-0.263235,0.0,0.0,-0.071023,-0.144654,-0.008995,0.0,-0.036925,-0.128964,-0.147485,-0.141911,-0.015078,-0.1512,0.0,-0.145846,-0.008558,0.375963,-0.120612,-0.015199,-0.010419,-0.075757,-0.047825,-0.007263,0.0,-0.207324,-0.106822,0.251366,-0.285071,0.0,0.0,-0.064716,-0.011365,-0.300884,-0.107513,-0.147199,-0.006985,-0.074898,0.0
train,ikan01,13,-,0.0,0.0,-0.152914,-0.033852,3.026435,-0.072744,0.0,-0.152831,-0.084978,0.0,-0.190783,-0.019678,-0.134721,-0.26536,0.0,0.0,-0.071221,-0.143955,-0.010252,0.0,-0.037473,-0.132197,-0.144855,-0.143051,-0.015713,-0.151193,0.0,-0.148171,-0.009441,0.371414,-0.118473,-0.017118,-0.012873,-0.074812,-0.047038,-0.007683,0.0,-0.210258,-0.107346,0.246376,-0.283916,0.0,0.0,-0.062823,-0.011534,-0.302324,-0.10694,-0.146904,-0.009978,-0.076251,0.0
train,ikan01,13,-,0.0,0.0,-0.159097,-0.041345,3.057717,-0.078813,0.0,-0.161285,-0.099505,0.0,-0.183221,-0.022915,-0.132449,-0.261074,0.0,0.0,-0.071506,-0.143454,-0.014131,-0.000952,-0.038623,-0.13172,-0.153345,-0.161612,-0.021688,-0.152573,0.0,-0.14685,-0.009698,0.354257,-0.118867,-0.028868,-0.013532,-0.079319,-0.044113,-0.004625,0.0,-0.21151,-0.103666,0.300097,-0.281736,0.0,0.0,-0.069981,-0.015533,-0.300035,-0.105687,-0.142531,-0.010265,-0.059148,0.0
train,ikan01,13,-,0.0,0.0,-0.157265,-0.039219,3.042358,-0.073116,0.0,-0.15585,-0.09238,0.0,-0.183515,-0.020286,-0.135956,-0.259968,0.0,0.0,-0.069101,-0.14588,-0.011997,0.0,-0.037826,-0.133272,-0.146807,-0.153643,-0.017975,-0.151552,0.0,-0.155392,-0.009085,0.350634,-0.120509,-0.023661,-0.008736,-0.081432,-0.041172,-0.003307,0.0,-0.207403,-0.097416,0.275282,-0.285325,0.0,0.0,-0.070585,-0.017118,-0.299353,-0.101838,-0.1427,-0.011027,-0.061084,0.0
train,ikan01,15,-,0.0,0.0,-0.159455,-0.032548,3.020669,-0.068213,0.0,-0.153341,-0.085467,0.0,-0.186157,-0.018277,-0.130934,-0.263811,0.0,0.0,-0.070981,-0.143015,-0.009133,0.0,-0.034024,-0.119399,-0.145605,-0.154311,-0.015182,-0.153339,0.0,-0.140301,-0.006501,0.382979,-0.117379,-0.017791,-0.012019,-0.079707,-0.04394,-0.004565,0.0,-0.212536,-0.10146,0.258182,-0.28633,0.0,0.0,-0.058925,-0.011883,-0.302663,-0.114344,-0.145446,-0.008394,-0.085138,0.0
train,ikan01,15,-,0.0,0.0,-0.161038,-0.033091,3.031413,-0.070405,0.0,-0.155133,-0.084342,0.0,-0.188752,-0.019016,-0.131598,-0.263676,0.0,0.0,-0.070817,-0.144116,-0.010138,0.0,-0.035598,-0.130625,-0.144891,-0.14502,-0.014821,-0.151735,0.0,-0.144396,-0.008123,0.378444,-0.117425,-0.017166,-0.011477,-0.077476,-0.04567,-0.006074,0.0,-0.212894,-0.106751,0.253958,-0.284895,0.0,0.0,-0.061374,-0.011129,-0.303026,-0.110271,-0.146287,-0.009571,-0.078381,0.0
train,ikan01,15,-,0.0,0.0,-0.159015,-0.034354,3.040907,-0.069086,0.0,-0.156577,-0.087825,0.0,-0.192688,-0.020309,-0.134223,-0.2611,0.0,0.0,-0.070618,-0.144588,-0.008823,0.0,-0.037019,-0.127449,-0.147654,-0.143464,-0.013892,-0.15126,0.0,-0.144754,-0.007387,0.378206,-0.118449,-0.015593,-0.010202,-0.075871,-0.046006,-0.006201,0.0,-0.207822,-0.105896,0.258239,-0.285392,0.0,0.0,-0.063697,-0.011007,-0.300856,-0.11058,-0.146714,-0.009219,-0.07187,0.0
train,ikan01,15,-,0.0,0.0,-0.160376,-0.03327,3.030905,-0.070737,0.0,-0.155333,-0.084869,0.0,-0.18883,-0.019163,-0.131649,-0.263862,0.0,0.0,-0.070649,-0.144212,-0.010529,0.0,-0.035925,-0.131472,-0.144665,-0.144098,-0.015106,-0.151679,0.0,-0.145561,-0.008454,0.377282,-0.117571,-0.017497,-0.011743,-0.077228,-0.046066,-0.006306,0.0,-0.213366,-0.106625,0.25347,-0.284899,0.0,0.0,-0.061694,-0.011271,-0.302841,-0.109675,-0.146518,-0.009796,-0.077018,0.0
train,ikan01,15,-,0.0,0.0,-0.162637,-0.040035,3.076037,-0.076903,0.0,-0.163478,-0.098914,0.0,-0.182555,-0.022892,-0.133389,-0.262001,0.0,0.0,-0.072119,-0.145707,-0.012973,-0.000913,-0.038367,-0.130526,-0.154079,-0.162915,-0.021765,-0.152981,0.0,-0.147002,-0.008261,0.350622,-0.11917,-0.028496,-0.013804,-0.080069,-0.044219,-0.002749,0.0,-0.213869,-0.103453,0.305337,-0.290591,0.0,0.0,-0.070371,-0.014658,-0.304013,-0.108547,-0.142953,-0.010756,-0.067326,0.0
train,ikan01,15,-,0.0,0.0,-0.158821,-0.039021,3.032174,-0.072083,0.0,-0.155364,-0.092309,0.0,-0.182159,-0.020288,-0.136333,-0.259947,0.0,0.0,-0.06925,-0.146542,-0.011834,0.0,-0.037369,-0.132298,-0.147408,-0.155199,-0.017455,-0.152041,0.0,-0.154343,-0.008219,0.354222,-0.119366,-0.023646,-0.008617,-0.082283,-0.043322,-0.002525,0.0,-0.209969,-0.098383,0.273827,-0.28505,0.0,0.0,-0.07302,-0.015356,-0.300118,-0.105126,-0.142002,-0.010365,-0.064785,0.0
train,ikan02,07,insang,0.0,0.0,-0.155138,-0.031789,3.03764,-0.069156,0.0,-0.155086,-0.082342,0.0,-0.187397,-0.018586,-0.13342,-0.268394,0.0,0.0,-0.07228,-0.142071,-0.01018,-0.000435,-0.035697,-0.116974,-0.146608,-0.162868,-0.014263,-0.154265,0.0,-0.136942,-0.008122,0.372676,-0.116988,-0.015853,-0.008415,-0.082204,-0.041496,-0.004881,0.0,-0.214366,-0.102425,0.28268,-0.29313,0.0,0.0,-0.057652,-0.011558,-0.306836,-0.117953,-0.144746,-0.007326,-0.086819,0.0
train,ikan02,07,insang,0.0,0.0,-0.155672,-0.031676,3.054786,-0.06974,0.0,-0.156119,-0.078693,0.0,-0.187961,-0.020715,-0.134571,-0.2686,0.0,0.0,-0.072932,-0.142528,-0.010409,-0.000547,-0.036736,-0.120679,-0.145724,-0.15898,-0.012959,-0.152731,0.0,-0.138521,-0.009649,0.366236,-0.11585,-0.015433,-0.007199,-0.082424,-0.041867,-0.006473,0.0,-0.214872,-0.104668,0.279911,-0.292968,0.0,0.0,-0.060064,-0.01059,-0.306847,-0.112919,-0.14529,-0.007683,-0.0866,0.0
train,ikan02,07,insang,0.0,0.0,-0.155355,-0.031454,3.078422,-0.069081,0.0,-0.155235,-0.084392,0.0,-0.182962,-0.019557,-0.13404,-0.266941,0.0,0.0,-0.07246,-0.143057,-0.012107,0.0,-0.036017,-0.120522,-0.143354,-0.157001,-0.014022,-0.1539,0.0,-0.138088,-0.009725,0.36453,-0.11845,-0.016267,-0.009694,-0.080957,-0.040716,-0.006852,0.0,-0.215112,-0.104202,0.291102,-0.294666,0.0,0.0,-0.06277,-0.010272,-0.308557,-0.115767,-0.144969,-0.005797,-0.086266,0.0
train,ikan02,07,insang,0.0,0.0,-0.154536,-0.031753,3.055485,-0.069765,0.0,-0.156226,-0.079395,0.0,-0.188012,-0.020835,-0.134601,-0.268577,0.0,0.0,-0.072871,-0.142522,-0.010595,-0.000566,-0.036948,-0.121072,-0.145453,-0.158438,-0.01318,-0.152782,0.0,-0.139658,-0.009965,0.364953,-0.116558,-0.01577,-0.007465,-0.082426,-0.042133,-0.006647,0.0,-0.215274,-0.104469,0.279947,-0.293115,0.0,0.0,-0.06042,-0.010755,-0.306814,-0.112336,-0.145647,-0.007661,-0.085348,0.0
